"section_name","web_list","web_content","inc_type_name","inc_name","inc_time","incidentid","freewayid","expresswayid","directionid","inc_location","from_milepost","to_milepost","interchange","inc_blockage","inc_severity","inc_notify_time","inc_notify_mode","inc_end_time","inc_stepno","inc_step_time","area","latitude","longitude"
"茄苳(103) - 茄苳(103)","國道3號南向103.9km","國道3號南向103.9km=>103.9km 施工","施工維護","施工","2020-02-10 01:05:00","202002100105440021","3","0","3",NA,103900,103900,NA,"00000001","1","2020-02-10 01:05:00","語音0509868",NA,"1","2020-02-10 07:15:00","N","24.75684289","120.95673910"
"古坑系統(269) - 關廟服務區(363)","國道3號南向270km","國道3號南向270km=>358km 施工維護","施工事件","施工維護","2020-02-10 08:04:00","20200210080447450400021","3","0","3",NA,270000,358000,NA,"00000000010100000000","1","2020-02-10 08:04:00","施工通報APP",NA,"1","2020-02-10 08:04:00","S","23.65735338","120.57223290"
"田寮(369) - 燕巢系統(383)","國道3號南向378.9km","國道3號南向378.9km=>380.6km 施工維護","施工事件","施工維護","2020-02-08 21:26:00","20200207151010916400021","3","0","3",NA,378900,380600,NA,"00010000010000000000","1","2020-02-08 21:26:00","1968",NA,"3","2020-02-08 21:26:42","S","22.82048375","120.42019140"
"田寮(369) - 燕巢系統(383)","國道3號北向380.6km","國道3號北向380.6km=>378.8km 長期性施工","施工事件","長期性施工","2020-02-09 07:59:00","20200209080027916400047","3","0","4",NA,380600,378800,NA,"01000000000000000000","1","2020-02-09 08:00:00",NA,NA,"1","2020-02-09 07:59:00","S","22.80619877","120.42592210"
"茄苳(103) - 茄苳(103)","國道3號南向103.9km","國道3號南向103.9km=>103.9km 施工","施工維護","施工","2020-02-10 01:05:00","202002100105540021","3","0","3",NA,103900,103900,NA,"00000001","1","2020-02-10 01:05:00","語音0509869",NA,"1","2020-02-10 07:15:00","N","24.75684289","120.95673910"
"鶯歌系統(54) - 龍潭(68)","國道3號南向62.3km","國道3號南向62.3km=>63.3km 施工","施工維護","施工","2020-02-10 00:50:00","202002100050540021","3","0","3",NA,62300,63300,NA,"22222222","1","2020-02-10 00:50:00","語音0508806",NA,"1","2020-02-10 08:10:00","N","24.89528340","121.26603100"
"茄苳(103) - 茄苳(103)","國道3號北向103.9km","國道3號北向103.9km=>103.9km 施工","施工維護","施工","2020-02-10 01:05:00","202002100105340021","3","0","4",NA,103900,103900,NA,"00000001","1","2020-02-10 01:05:00","語音0509867",NA,"1","2020-02-10 07:15:00","N","24.75684289","120.95673910"
"南港(14) - 南港系統(16)","國道3號南向15.7km","國道3號南向15.7km=>15.9km 施工","施工維護","施工","2020-02-10 01:09:00","202002100109540021","3","0","3",NA,15700,15900,NA,"00000001","1","2020-02-10 01:09:00","語音0508493",NA,"1","2020-02-10 08:52:00","N","25.03718387","121.62216760"
"古坑系統(269) - 東山服務區(319)","國道3號北向270km","國道3號北向270km=>315km 施工維護","施工事件","施工維護","2020-02-10 07:47:00","20200210074726225400021","3","0","4",NA,270000,315000,NA,"00000000010100000000","1","2020-02-10 07:47:00","施工通報APP",NA,"1","2020-02-10 07:47:00","S","23.65735338","120.57223290"
"南投(228) - 南投(228)","國道3號北向228.6km","國道3號北向228.6km=>228.6km 中期性施工","施工事件","中期性施工","2020-02-10 07:52:52","20200210000091","3","0","4","南投-中興",228600,228600,NA,NA,"0","2020-02-10 07:52:52","施工通報",NA,"1","2020-02-10 07:52:52","C","23.91901686","120.68890160"
"古坑系統(269) - 關廟服務區(363)","國道3號北向358km","國道3號北向358km=>270km 施工維護","施工事件","施工維護","2020-02-10 08:00:00","20200210080032218400021","3","0","4",NA,358000,270000,NA,"00000000010100000000","1","2020-02-10 08:00:00","施工通報APP",NA,"1","2020-02-10 08:00:00","S","22.97214983","120.33281300"
"中和路(3) - 基金(4)","港西聯外道路北向3.66km","港西聯外道路北向3.66km=>3.2km 施工","施工維護","施工","2020-02-10 00:48:00","202002100048140021","N3K","0","4",NA,3662,3204,NA,"00010000","1","2020-02-10 00:48:00","語音0509491",NA,"1","2020-02-10 09:33:00","N","25.14329400","121.71962700"
"中港系統(2) - 神岡(9)","國道4號東向4.64km","國道4號東向4.64km=>4.64km 移動性施工","施工事件","移動性施工","2020-02-10 09:40:15","20200210000439","4","0","1","中港系統-神岡",4641,4641,NA,"1000000000","0","2020-02-10 09:40:15","施工通報",NA,"50","2020-02-10 09:40:15","C","24.30190942","120.63465850"
"國姓(17) - 愛蘭(29)","國道6號西向25km","國道6號西向25km=>24.52km 中期性施工","施工事件","中期性施工","2020-02-10 08:13:33","20200210000161","6","0","2","愛蘭-北山",25002,24522,NA,"0100000000","0","2020-02-10 08:13:33","施工通報",NA,"1","2020-02-10 08:13:33","C","23.97809834","120.87958670"
"國姓(17) - 北山(25)","國道6號東向17.37km","國道6號東向17.37km=>17.37km 移動性施工","施工事件","移動性施工","2020-02-10 09:37:04","20200210000132","6","0","1","國姓-北山",17376,17376,NA,NA,"0","2020-02-10 09:37:04","施工通報",NA,"143","2020-02-10 09:37:04","C","24.00508773","120.81549820"
"台南端(0) - 台南系統(6)","國道8號東向0km","國道8號東向0km=>5.5km 移動性施工","施工事件","移動性施工","2020-02-10 09:36:00","20200210093637249400045","8","0","1",NA,0,5500,NA,"00000000010000000000","1","2020-02-10 09:36:00","施工通報APP",NA,"1","2020-02-10 09:36:00","S","23.08046593","120.19543060"
"左營端(0) - 左營端(0)","國道10號東向0km","國道10號東向0km=>0km 長期性施工","施工事件","長期性施工","2020-02-08 21:27:00","20200205071225441400047","10","0","1",NA,0,0,"左營端東向入口","2222222222","1","2020-02-08 21:27:00","1968",NA,"3","2020-02-08 21:27:58","S","22.68015865","120.31189850"
"燕巢(13) - 燕巢系統(19)","國道10號西向18.4km","國道10號西向18.4km=>13km 移動性施工","施工事件","移動性施工","2020-02-10 09:35:00","20200210093502327400045","10","0","2",NA,18400,13000,NA,"00000000010000000000","1","2020-02-10 09:35:00","施工通報APP",NA,"1","2020-02-10 09:35:00","S","22.77592525","120.41873350"
"燕巢(13) - 燕巢(13)","國道10號東向13km","國道10號東向13km=>13km 長期性施工","施工事件","長期性施工","2020-02-09 08:22:00","20200209082305800400047","10","0","1",NA,13000,13000,"燕巢東向入口","2222222222","1","2020-02-09 08:23:00",NA,NA,"1","2020-02-09 08:22:00","S","22.75629391","120.37127920"
"燕巢(13) - 燕巢(13)","國道10號東向13km","國道10號東向13km=>13km 長期性施工","施工事件","長期性施工","2020-02-09 08:24:00","20200209082513632400047","10","0","1",NA,13000,13000,"燕巢東向出口","2222222222","1","2020-02-09 08:25:00",NA,NA,"1","2020-02-09 08:24:00","S","22.75629391","120.37127920"
"燕巢(13) - 里港(25)","國道10號東向18.4km","國道10號東向18.4km=>23.78km 移動性施工","施工事件","移動性施工","2020-02-10 08:02:00","20200210080300687400045","10","0","1",NA,18400,23782,NA,"00000000010000000000","1","2020-02-10 08:02:00","施工通報APP",NA,"1","2020-02-10 08:02:00","S","22.77592525","120.41873350"
"仁武(6) - 燕巢(13)","國道10號東向10km","國道10號東向10km=>12km 施工維護","施工事件","施工維護","2020-02-10 08:31:00","20200210083150056400021","10","0","1",NA,10000,12000,NA,"22222222222222222222","1","2020-02-10 08:31:00","施工通報APP",NA,"1","2020-02-10 08:31:00","S","22.73241897","120.36077590"
"台西(0) - 台西(0)","快速公路78號西向0km","快速公路78號西向0km=>0km 散落物","一般事件","散落物","2020-02-10 09:00:03","20200210001039","0","78","2","台17-台西",0,0,"T78_0","0100000000","中","2020-02-10 09:00:03","其它",NA,"1",NA,"C","0.00000000","0.00000000"
"鳳山(2) - 鳳山(2)","快速公路88號西向2.2km","快速公路88號西向2.2km=>2.2km 出口壅塞","壅塞事件","出口壅塞","2020-02-10 09:35:24","20200210093500000400090","0","88","2",NA,2200,2200,"鳳山西向出口",NA,"0","2020-02-10 09:35:24",NA,NA,"1","2020-02-10 09:35:24","S","22.59026319","120.35976680"
