"確定病名","發病年份","發病週別","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","2021","22","台北市","文山區","F","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","22","台北市","文山區","F","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","22","台北市","文山區","F","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","22","台北市","文山區","F","否","70+",3,4
"嚴重特殊傳染性肺炎","2021","22","台北市","文山區","M","否","0",1,NA
"嚴重特殊傳染性肺炎","2021","22","台北市","文山區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","22","台北市","文山區","M","否","40-44",2,1
"嚴重特殊傳染性肺炎","2021","22","台北市","文山區","M","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","22","台北市","文山區","M","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","22","台北市","文山區","M","否","70+",3,2
"嚴重特殊傳染性肺炎","2021","22","台北市","松山區","F","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","22","台北市","松山區","F","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","22","台北市","松山區","F","否","70+",2,1
"嚴重特殊傳染性肺炎","2021","22","台北市","松山區","M","否","35-39",2,NA
"嚴重特殊傳染性肺炎","2021","22","台北市","松山區","M","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","22","台北市","松山區","M","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","22","台北市","萬華區","F","否","10-14",1,NA
"嚴重特殊傳染性肺炎","2021","22","台北市","萬華區","F","否","30-34",2,NA
"嚴重特殊傳染性肺炎","2021","22","台北市","萬華區","F","否","35-39",3,1
"嚴重特殊傳染性肺炎","2021","22","台北市","萬華區","F","否","40-44",2,1
"嚴重特殊傳染性肺炎","2021","22","台北市","萬華區","F","否","45-49",2,NA
"嚴重特殊傳染性肺炎","2021","22","台北市","萬華區","F","否","55-59",7,2
"嚴重特殊傳染性肺炎","2021","22","台北市","萬華區","F","否","65-69",3,NA
"嚴重特殊傳染性肺炎","2021","22","台北市","萬華區","F","否","70+",10,2
"嚴重特殊傳染性肺炎","2021","22","台北市","萬華區","M","否","10-14",2,1
"嚴重特殊傳染性肺炎","2021","22","台北市","萬華區","M","否","40-44",2,1
"嚴重特殊傳染性肺炎","2021","22","台北市","萬華區","M","否","45-49",3,1
"嚴重特殊傳染性肺炎","2021","22","台北市","萬華區","M","否","55-59",4,1
"嚴重特殊傳染性肺炎","2021","22","台北市","萬華區","M","否","60-64",7,1
"嚴重特殊傳染性肺炎","2021","22","台北市","萬華區","M","否","65-69",4,3
"嚴重特殊傳染性肺炎","2021","22","台北市","萬華區","M","否","70+",17,6
"嚴重特殊傳染性肺炎","2021","22","台南市","白河區","F","否","70+",3,2
"嚴重特殊傳染性肺炎","2021","22","台南市","白河區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","22","基隆市","仁愛區","F","否","70+",2,1
"嚴重特殊傳染性肺炎","2021","22","基隆市","仁愛區","M","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","22","基隆市","信義區","M","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","22","宜蘭縣","宜蘭市","F","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","22","彰化縣","二林鎮","F","否","1",1,NA
"嚴重特殊傳染性肺炎","2021","22","彰化縣","二林鎮","M","否","5-9",1,NA
"嚴重特殊傳染性肺炎","2021","22","彰化縣","員林市","M","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","22","彰化縣","埔心鄉","F","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","22","彰化縣","埤頭鄉","F","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","22","彰化縣","埤頭鄉","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","22","彰化縣","埤頭鄉","M","否","60-64",NA,1
"嚴重特殊傳染性肺炎","2021","22","彰化縣","大城鄉","F","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","22","彰化縣","溪州鄉","M","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","22","彰化縣","秀水鄉","F","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","22","彰化縣","秀水鄉","M","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","22","新北市","三峽區","M","否","60-64",NA,1
"嚴重特殊傳染性肺炎","2021","22","新北市","三峽區","M","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","22","新北市","三重區","F","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","22","新北市","三重區","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","22","新北市","三重區","F","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","22","新北市","三重區","F","否","60-64",3,1
"嚴重特殊傳染性肺炎","2021","22","新北市","三重區","M","否","25-29",2,1
"嚴重特殊傳染性肺炎","2021","22","新北市","三重區","M","否","35-39",3,2
"嚴重特殊傳染性肺炎","2021","22","新北市","三重區","M","否","40-44",3,2
"嚴重特殊傳染性肺炎","2021","22","新北市","三重區","M","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","22","新北市","三重區","M","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","22","新北市","三重區","M","否","55-59",4,3
"嚴重特殊傳染性肺炎","2021","22","新北市","三重區","M","否","60-64",2,NA
"嚴重特殊傳染性肺炎","2021","22","新北市","三重區","M","否","65-69",2,1
"嚴重特殊傳染性肺炎","2021","22","新北市","三重區","M","否","70+",4,5
"嚴重特殊傳染性肺炎","2021","22","新北市","中和區","F","否","10-14",1,NA
"嚴重特殊傳染性肺炎","2021","22","新北市","中和區","F","否","20-24",2,1
"嚴重特殊傳染性肺炎","2021","22","新北市","中和區","F","否","25-29",4,3
"嚴重特殊傳染性肺炎","2021","22","新北市","中和區","F","否","30-34",6,3
"嚴重特殊傳染性肺炎","2021","22","新北市","中和區","F","否","35-39",5,1
"嚴重特殊傳染性肺炎","2021","22","新北市","中和區","F","否","40-44",4,3
"嚴重特殊傳染性肺炎","2021","22","新北市","中和區","F","否","45-49",2,1
"嚴重特殊傳染性肺炎","2021","22","新北市","中和區","F","否","5-9",2,1
"嚴重特殊傳染性肺炎","2021","22","新北市","中和區","F","否","55-59",6,2
"嚴重特殊傳染性肺炎","2021","22","新北市","中和區","F","否","60-64",3,1
"嚴重特殊傳染性肺炎","2021","22","新北市","中和區","F","否","65-69",6,4
"嚴重特殊傳染性肺炎","2021","22","新北市","中和區","F","否","70+",7,9
"嚴重特殊傳染性肺炎","2021","22","新北市","中和區","M","否","0",1,NA
