"id","資料集名稱","服務分類","檔案格式","下載連結","編碼格式","資料類型","資料集描述","主要欄位說明","提供機關","更新頻率","授權方式","相關網址","計費方式","資料集提供機關聯絡人","資料集提供機關聯絡人電話","發布時間","修訂時間","備註"
"6475","醫院科別統計","公共資訊","ZIP","https://drive.google.com/uc?export=download&confirm=jeak&id=0B4CsUwax7Zbsb3lNT0hqTlQ3SzA","其他","a01","提供我國醫院科別資料，供各界使用。","鄉鎮市區碼(新);醫院家數;家庭醫學科;內科;外科;兒科;婦產科;骨科;神經科;神經外科;泌尿科;耳鼻喉科;眼科;皮膚科;精神科;復健科;麻醉科;放射診斷科;放射腫瘤科;解剖病理科;臨床病理科;核子醫學科;急診醫學科;整形外科;職業醫學科;西醫一般科;牙醫一般科;口腔病理科;口腔顎面外科;齒顎矯正科;中醫一般科;中醫內科;中醫外科;中醫眼科;中醫兒科;中醫婦科;中醫傷科;中醫針灸科;中醫痔科;鄉鎮市區代碼;鄉鎮市區名稱","衛生福利部統計處","每年","政府資料開放授權條款-第1版",NA,"免費","陳先生","0285906822","2013/10/25 00:00","2019/07/29 11:15","授權說明網址: http://data.gov.tw/license"
"6476","診所人力統計","公共資訊","ZIP","https://drive.google.com/uc?export=download&confirm=jeak&id=0B4CsUwax7ZbsaXprRUVfaTRkbTg","其他","a01","提供我國診所人力資料，供各界使用。","鄉鎮市區碼(新);診所家數;醫事人員總計;醫師;中醫師;牙醫師;藥師;藥劑生;醫事檢驗師;醫事檢驗生;醫事放射師;醫事放射士;護理師;護士;助產師;助產士;鑲牙生;營養師;物理治療師;物理治療生;職能治療師;職能治療生;臨床心理師;諮商心理師;呼吸治療師;語言治療師;聽力師;牙體技術師;牙體技術生;臨床社會工作人員;其他技術人員;行政事務人員;技工工友司機;驗光師;驗光生;鄉鎮市區代碼;鄉鎮市區名稱","衛生福利部統計處","每年","政府資料開放授權條款-第1版",NA,"免費","陳先生","0285906822","2013/10/25 00:00","2019/07/29 11:15","授權說明網址: http://data.gov.tw/license"
"6477","診所科別統計","公共資訊","ZIP","https://drive.google.com/uc?export=download&confirm=jeak&id=0B4CsUwax7ZbsZTZHVHRGY0xhR0E","其他","a01","提供我國診所科別資料，供各界使用。","鄉鎮市區碼(新);診所家數;家庭醫學科;內科;外科;兒科;婦產科;骨科;神經科;神經外科;泌尿科;耳鼻喉科;眼科;皮膚科;精神科;復健科;麻醉科;放射診斷科;放射腫瘤科;解剖病理科;臨床病理科;核子醫學科;急診醫學科;整形外科;職業醫學科;西醫一般科;牙醫一般科;口腔病理科;口腔顎面外科;齒顎矯正科;中醫一般科;中醫內科;中醫外科;中醫眼科;中醫兒科;中醫婦科;中醫傷科;中醫針灸科;中醫痔科;鄉鎮市區代碼;鄉鎮市區名稱","衛生福利部統計處","每年","政府資料開放授權條款-第1版",NA,"免費","陳先生","0285906822","2013/10/25 00:00","2019/07/29 11:15","授權說明網址: http://data.gov.tw/license"
"6879","地區年齡性別統計表-登革熱","就醫","CSV;JSON","https://od.cdc.gov.tw/eic/Age_County_Gender_061.csv;https://od.cdc.gov.tw/eic/Age_County_Gender_061.json","UTF-8;UTF-8","b01","2003年起各地區、各年齡層、性別之病例數統計表(疾病名稱：登革熱，日期種類：發病日，病例種類：確定病例，感染來源：本土、境外移入)","確定病名;發病年份;發病月份;縣市;鄉鎮;性別;是否為境外移入;年齡層;確定病例數","衛生福利部疾病管制署","每日","政府資料開放授權條款-第1版",NA,"免費","蔡 先生","02-23959825#4052","2016/11/01 00:00","2019/08/27 16:13",""
"6880","地區年齡性別統計表-腸病毒感染併發重症","就醫","CSV;JSON","https://od.cdc.gov.tw/eic/Age_County_Gender_0749.csv;https://od.cdc.gov.tw/eic/Age_County_Gender_0749.json","UTF-8;UTF-8","b01","2003年起各地區、各年齡層、性別之病例數統計表(疾病名稱：腸病毒感染併發重症，日期種類：發病日，病例種類：確定病例，感染來源：本土、境外移入)","確定病名;發病年份;發病月份;縣市;鄉鎮;性別;是否為境外移入;年齡層;確定病例數","衛生福利部疾病管制署","每日","政府資料開放授權條款-第1版",NA,"免費","蔡 先生","02-23959825#4052","2013/12/04 00:00","2019/08/27 16:12",""
"6882","地區年齡性別統計表-結核病","就醫","CSV;JSON","https://od.cdc.gov.tw/eic/Age_County_Gender_010.csv;https://od.cdc.gov.tw/eic/Age_County_Gender_010.json","UTF-8;UTF-8","b01","2003年起各地區、各年齡層、性別之病例數統計表(疾病名稱：結核病，日期種類：建檔日，病例種類：確定病例，感染來源：本國籍、非本國籍)","確定病名;建檔年份;建檔月份;縣市;鄉鎮;性別;國籍;年齡層;確定病例數","衛生福利部疾病管制署","每日","政府資料開放授權條款-第1版",NA,"免費","蔡 先生","02-23959825#4052","2013/12/04 00:00","2019/08/27 16:12",""
"6883","地區年齡性別統計表-桿菌性痢疾","就醫","CSV;JSON","https://od.cdc.gov.tw/eic/Age_County_Gender_004.csv;https://od.cdc.gov.tw/eic/Age_County_Gender_004.json","UTF-8;UTF-8","b01","2003年起各地區、各年齡層、性別之病例數統計表(疾病名稱：桿菌性痢疾，日期種類：發病日，病例種類：確定病例，感染來源：本土、境外移入)","確定病名;發病年份;發病月份;縣市;鄉鎮;性別;是否為境外移入;年齡層;確定病例數","衛生福利部疾病管制署","每日","政府資料開放授權條款-第1版",NA,"免費","蔡 先生","02-23959825#4052","2013/12/04 00:00","2019/08/27 16:13",""
"6884","地區年齡性別統計表-阿米巴性痢疾","就醫","CSV;JSON","https://od.cdc.gov.tw/eic/Age_County_Gender_006.csv;https://od.cdc.gov.tw/eic/Age_County_Gender_006.json","UTF-8;UTF-8","b01","2003年起各地區、各年齡層、性別之病例數統計表(疾病名稱：阿米巴性痢疾，日期種類：發病日，病例種類：確定病例，感染來源：本土、境外移入)","確定病名;發病年份;發病月份;縣市;鄉鎮;性別;是否為境外移入;年齡層;確定病例數","衛生福利部疾病管制署","每日","政府資料開放授權條款-第1版",NA,"免費","蔡 先生","02-23959825#4052","2013/12/04 00:00","2019/08/27 16:13",""
"6943","災民收容所","公共資訊","CSV","https://drive.google.com/uc?export=download&confirm=jeak&id=0B21MNCHGeP-gS1pfTmFPQjRSdjA","UTF-8","a01","本資料主要提供災民收容所名稱、地址及座標(TWD97_X、TWD97_Y)。","災民收容所編號;災民收容所名稱;收容所縣市;收容所鄉鎮;收容所村里;收容所地址;經度;緯度;TWD97X軸;TWD97Y軸","衛生福利部社會救助及社工司","每日","政府資料開放授權條款-第1版",NA,"免費","楊小姐","0285906622","2013/12/05 00:00","2018/09/19 14:09","http://www.mohw.gov.tw/files/災民收容所.xlsx"
"6952","各縣市戒菸服務合約醫事機構數","就醫","CSV;CSV","https://drive.google.com/uc?export=download&confirm=jeak&id=1F41iCVANxa8QYcz933IXyD4VewDitv61;https://drive.google.com/uc?export=download&confirm=jeak&id=1iZROmfNYR2Cxj5JkhNHAGbAHvKVDuZv0","BIG5;BIG5","a01","各縣市戒菸服務合約醫事機構數","院所代碼;院區別;層級;院所名稱;電話;郵遞區號;縣市;鄉鎮市區;地址;給藥;衛教;總數;醫學中心;區域醫院;地區醫院;診所;衛生所;牙科診所;藥局;","衛生福利部國民健康署","每日","政府資料開放授權條款-第1版",NA,"免費","闕小姐","0225220888#595","2013/12/05 00:00","2018/10/09 09:49","授權說明網址: http://data.gov.tw/license"
"7040","省道里程坐標","交通及通訊","KMZ;SHP","https://www.thb.gov.tw/data.ashx?id=f7e781a5-3516-4e3e-8fb4-40a80bb32f29&format=Other&aid=4ed1ad58-502b-4ef5-9538-f31e75881eea;https://www.thb.gov.tw/data.ashx?id=f7e781a5-3516-4e3e-8fb4-40a80bb32f29&format=Other&aid=ad758527-24d3-4e32-908a-5d3ecceba41c","UTF-8;UTF-8","b01","由公路總局公路基本資料庫匯出省道里程牌面(指45類標誌)設施資料，提供KMZ及Esri Shapefile格式參考使用。","公路編號;樁號;調查日期;工程處;工務段;隸屬縣市;鄉鎮區;村里;坐標-X-TWD97;坐標-Y-TWD97;坐標-X-WGS84;坐標-Y-WGS84;坐標Z;種類及性質;編號;牌面內容;現況;方向;位置;是否為公路總局設置;備註","交通部公路總局","每季","政府資料開放授權條款-第1版",NA,"免費","朱瑞陽 先生","02-23070123#8101","2017/02/08 10:21","2020/03/23 10:24",""
"7052","殯葬設施","生命禮儀","CSV;JSON;JSON","http://data.moi.gov.tw/MoiOD/System/DownloadFile.aspx?DATA=D89D19AF-ED18-4B36-8BEC-4BAA7234C6E3;http://data.moi.gov.tw/MoiOD/System/DownloadFile.aspx?DATA=0CA9D125-A3F2-446C-B27D-EF691A9701E5;http://data.moi.gov.tw/MoiOD/System/DownloadFile.aspx?DATA=06587A21-0414-4B69-9787-4B28A78A754B","UTF-8;UTF-8;UTF-8","b01","全國殯葬設施資料","類別;名稱;公私立;縣市;鄉鎮市區;地址;經度;緯度;聯絡電話;管轄所屬;facilityId;facilityName;facilityClass;facilityType;belongCityId;phone;fax;url;email;address;設施名稱;公/私立","民政司","每10年","政府資料開放授權條款-第1版",NA,"免費","林昭慧 小姐","02-2356-6162","2014/03/13 05:39","2019/11/12 16:23","OAS說明文件: https://mort.moi.gov.tw/opendata/v2/apiList.do?method=exportJson"
"7056","鄉鎮市民代表","選舉及投票","JSON","http://data.moi.gov.tw/MoiOD/System/DownloadFile.aspx?DATA=9329534D-6BB2-43AA-99E6-6182FFF4E029","UTF-8","b01","鄉鎮市民代表","electname:選舉年，cityname:市縣別，townname:鄉鎮市別，orgname:機關別，idname:姓名,posiname:職稱，sex:性別，partymship:黨籍，officeadress:辦公地址，officetelphone:辦公電話，educatio:學歷，profession:簡歷，id2name:身分別，photograph:照片，upddate:最後更新日期","民政司","每年","政府資料開放授權條款-第1版",NA,"免費","紀璦嫈 小姐","02-23565506","2014/03/13 05:41","2019/11/13 14:19",""
"7059","鄉鎮市長","選舉及投票","JSON","http://data.moi.gov.tw/MoiOD/System/DownloadFile.aspx?DATA=90EC2AB6-EF2B-4191-889F-EB8A5476946A","UTF-8","b01","鄉鎮市長","electname:選舉年，cityname:市縣別，townname:鄉鎮市別，orgname:機關別，idname:姓名,posiname:職稱，sex:性別，partymship:黨籍，officeadress:辦公地址，officetelphone:辦公電話，educatio:學歷，profession:簡歷，photograph:照片，upddate:最後更新日期","民政司","每年","政府資料開放授權條款-第1版",NA,"免費","紀璦嫈 小姐","02-23565506","2014/03/13 05:42","2020/02/14 08:44",""
"7061","村里長","選舉及投票","JSON","http://data.moi.gov.tw/MoiOD/System/DownloadFile.aspx?DATA=E073598A-6BC6-4639-A499-FC678846EEA4","UTF-8","b01","現任村里長","electname:選舉年，cityname:市縣別，townname:鄉鎮市別，villname:村里別，idname:姓名,posiname:職稱，sex:性別，partymship:黨籍，officeadress:村里辦公處;地址，officetelphone:村里辦公處;電話，education:學歷，profession:簡歷，photograph:照片，upddate:最後更新日期","民政司","每年","政府資料開放授權條款-第1版",NA,"免費","紀璦嫈 小姐","02-23565506","2014/03/13 05:39","2019/11/13 14:19",""
"7062","村里幹事","選舉及投票","JSON","http://data.moi.gov.tw/MoiOD/System/DownloadFile.aspx?DATA=7E9E2129-83F0-4CA6-A83E-BB8E6BD6C8F2","UTF-8","b01","村里幹事","cityname:市縣別，townname:鄉鎮市別，villname:村里別，idname:姓名,posiname:職稱，sex:性別，officeadress:鄉鎮市區公所地址，office2adress:村里辦公處;地址，officetelphone:鄉鎮市區公所電話，office2telphone:村里辦公處;電話，photograph:照片，upddate:最後更新日期","民政司","每年","政府資料開放授權條款-第1版",NA,"免費","紀璦嫈 小姐","02-23565506","2014/03/13 05:39","2019/11/13 14:19",""
"7259","培根社區","公共資訊","JSON;CSV;XML;JSON;CSV;XML","https://data.coa.gov.tw/Service/OpenData/FromM/BaconVillageData.aspx;https://data.coa.gov.tw/Service/OpenData/FromM/BaconVillageData.aspx?FOTT=CSV;https://data.coa.gov.tw/Service/OpenData/FromM/BaconVillageData.aspx?FOTT=Xml;https://data.coa.gov.tw/Service/OpenData/FromM/BaconVillageData.aspx;https://data.coa.gov.tw/Service/OpenData/FromM/BaconVillageData.aspx?FOTT=CSV;https://data.coa.gov.tw/Service/OpenData/FromM/BaconVillageData.aspx?FOTT=Xml","UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8","b01","提供資料包含：縣市名稱、鄉鎮名稱、社區名稱、村落名稱、協會名稱、協會聯絡人、協會Email、協會地址、社區介紹、協會電話、協會傳真、圖片網址等欄位資料。","縣市名稱;鄉鎮名稱;社區名稱;村落名稱;社區介紹;協會名稱;協會聯絡人;協會Email;協會電話;協會傳真;協會地址;圖片網址","行政院農業委員會","每年","政府資料開放授權條款-第1版","http://empower.swcb.gov.tw/index2.aspx;http://empower.swcb.gov.tw/index2.aspx;http://empower.swcb.gov.tw/index2.aspx;http://data.coa.gov.tw/Query/ServiceDetail.aspx?id=046;http://data.coa.gov.tw/Query/ServiceDetail.aspx?id=046;http://data.coa.gov.tw/Query/ServiceDetail.aspx?id=046","免費","曾之力 先生","049-2394300","2016/11/21 00:00","2020/03/31 00:20",""
"7275","富麗農村","公共資訊","JSON;CSV;XML;JSON;CSV;XML","https://data.coa.gov.tw/Service/OpenData/FromM/SumptuousVillageData.aspx;https://data.coa.gov.tw/Service/OpenData/FromM/SumptuousVillageData.aspx?FOTT=CSV;https://data.coa.gov.tw/Service/OpenData/FromM/SumptuousVillageData.aspx?FOTT=Xml;https://data.coa.gov.tw/Service/OpenData/FromM/SumptuousVillageData.aspx;https://data.coa.gov.tw/Service/OpenData/FromM/SumptuousVillageData.aspx?FOTT=CSV;https://data.coa.gov.tw/Service/OpenData/FromM/SumptuousVillageData.aspx?FOTT=Xml","UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8","b01","提供資料包含：縣市、鄉鎮、社區名稱、社區介紹、圖片連結、原網連結等欄位資料。","縣市;鄉鎮;社區名稱;社區介紹;圖片連結;原網連結","行政院農業委員會","每年","政府資料開放授權條款-第1版","http://rural.swcb.gov.tw/Home/Index2;http://rural.swcb.gov.tw/Home/Index2;http://rural.swcb.gov.tw/Home/Index2;http://data.coa.gov.tw/Query/ServiceDetail.aspx?id=044;http://data.coa.gov.tw/Query/ServiceDetail.aspx?id=044;http://data.coa.gov.tw/Query/ServiceDetail.aspx?id=044","免費","詹珍櫻 小姐","049-2347151","2016/11/21 00:00","2020/01/31 00:24",""
"7292","農村再生","公共資訊","JSON;CSV;XML;JSON;CSV;XML","https://data.coa.gov.tw/Service/OpenData/FromM/ReviveVillageData.aspx;https://data.coa.gov.tw/Service/OpenData/FromM/ReviveVillageData.aspx?FOTT=CSV;https://data.coa.gov.tw/Service/OpenData/FromM/ReviveVillageData.aspx?FOTT=Xml;https://data.coa.gov.tw/Service/OpenData/FromM/ReviveVillageData.aspx;https://data.coa.gov.tw/Service/OpenData/FromM/ReviveVillageData.aspx?FOTT=CSV;https://data.coa.gov.tw/Service/OpenData/FromM/ReviveVillageData.aspx?FOTT=Xml","UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8","b01","提供資料包含：縣市名稱、鄉鎮名稱、社區名稱、聯絡人姓名、協會名稱、地址、傳真等欄位資料。","縣市名稱;鄉鎮名稱;社區名稱;聯絡人姓名;協會名稱;地址;傳真","行政院農業委員會","每年","政府資料開放授權條款-第1版","http://ep.swcb.gov.tw/ep/Default.aspx;http://ep.swcb.gov.tw/ep/Default.aspx;http://ep.swcb.gov.tw/ep/Default.aspx;http://data.coa.gov.tw/Query/ServiceDetail.aspx?id=045;http://data.coa.gov.tw/Query/ServiceDetail.aspx?id=045;http://data.coa.gov.tw/Query/ServiceDetail.aspx?id=045","免費","詹坤哲 先生","049-2394300","2016/11/21 00:00","2020/02/01 00:27",""
