"section_name","web_list","web_content","inc_type_name","inc_name","inc_time","incidentid","freewayid","expresswayid","directionid","inc_location","from_milepost","to_milepost","interchange","inc_blockage","inc_severity","inc_notify_time","inc_notify_mode","inc_end_time","inc_stepno","inc_step_time","area","latitude","longitude"
"新營(288) - 新營(288)","國道1號南向288.4km","國道1號南向288.4km=>288.4km 施工維護","施工事件","施工維護","2020-03-20 14:28:00","20200320142848998400021","1","0","3",NA,288400,288400,NA,"00000000010000000000","1","2020-03-20 14:28:00","施工通報APP",NA,"1","2020-03-20 14:28:00","S","23.30762816","120.29104650"
"關廟服務區(363) - 田寮(369)","國道3號南向366km","國道3號南向366km=>366km 散落物","一般事件","散落物","2020-03-20 14:58:00","20200320145813037400023","3","0","3",NA,366000,366000,NA,"00010000000000000000","1","2020-03-20 14:58:00",NA,NA,"1","2020-03-20 14:58:00","S","22.90993812","120.35048540"
"中和(35) - 中和(35)","國道3號南向35.9km","國道3號南向35.9km=>35.9km 出口匝道壅塞","交通壅塞","出口匝道壅塞","2020-03-20 17:17:00","202003201717060001","3","0","3",NA,35900,35900,NA,"0000000","2","2020-03-20 17:17:00","偵測器(出口匝道)",NA,"1","2020-03-20 17:17:00","N","24.98915947","121.48487480"
"土城(42) - 樹林(46)","國道3號北向43.7km","國道3號北向43.7km=>43.7km 事故","交通事故","事故","2020-03-20 17:17:00","202003201717280020","3","0","4",NA,43700,43700,NA,"00001000","1","2020-03-20 17:17:00","專線電話",NA,"1","2020-03-20 17:17:00","N","24.95662293","121.42056440"
"大甲(164) - 中港系統(169)","國道3號北向166.5km","國道3號北向166.5km=>166.5km 散落物","一般事件","散落物","2020-03-20 16:59:39","20200320007658","3","0","4","中港系統-大甲",166500,166500,NA,"0001000000","低","2020-03-20 16:59:39","1968#2用路人",NA,"1",NA,"C","24.32667837","120.62487370"
"彰化系統(196) - 快官(202)","國道3號南向199.5km","國道3號南向199.5km=>199.5km 散落物","一般事件","散落物","2020-03-20 16:44:36","20200320007606","3","0","3","彰化系統-快官",199500,199500,NA,"1000000000","低","2020-03-20 16:44:36","專線電話",NA,"1",NA,"C","24.10135354","120.58129370"
"田寮(369) - 燕巢系統(383)","國道3號北向383km","國道3號北向383km=>369.5km 封閉預告","其他事件","封閉預告","2020-03-19 00:12:00","20200319001334594400043","3","0","4",NA,383000,369500,NA,"2222222222","1","2020-03-19 00:13:00",NA,NA,"1","2020-03-19 00:12:00","S","22.78458401","120.42616740"
"水上系統(300) - 白河(311)","國道3號南向303.8km","國道3號南向303.8km=>306.8km 施工維護","施工事件","施工維護","2020-03-20 14:25:00","20200320142532402400021","3","0","3",NA,303800,306800,NA,"00110000010000000000","2","2020-03-20 14:25:00","施工通報APP",NA,"1","2020-03-20 14:25:00","S","23.41069464","120.44538360"
"田寮(369) - 燕巢系統(383)","國道3號南向378.9km","國道3號南向378.9km=>380.6km 施工維護","施工事件","施工維護","2020-03-19 13:02:00","20200319130228964400021","3","0","3",NA,378900,380600,NA,"00010000010000000000","1","2020-03-19 13:04:00",NA,NA,"2","2020-03-19 13:04:44","S","22.82048375","120.42019140"
"田寮(369) - 燕巢系統(383)","國道3號北向381.5km","國道3號北向381.5km=>378.7km 施工維護","施工事件","施工維護","2020-03-19 03:18:00","20200319031843443400021","3","0","4",NA,381500,378700,NA,"01000000000000000000","1","2020-03-19 03:18:00",NA,NA,"1","2020-03-19 03:18:00","S","22.79809231","120.42632040"
"神岡(9) - 台中系統(11)","國道4號東向10.6km","國道4號東向10.6km=>10.6km 散落物","一般事件","散落物","2020-03-20 17:14:37","20200320007683","4","0","1","神岡-台中系統",10600,10600,NA,"1000000000","低","2020-03-20 17:14:37","1968#2用路人",NA,"1",NA,"C","24.27037735","120.68201550"
"燕巢(13) - 燕巢(13)","國道10號東向13km","國道10號東向13km=>13km 長期性施工","施工事件","長期性施工","2020-02-23 11:17:00","20200209082305800400047","10","0","1",NA,13000,13000,"燕巢東向入口","2222222222","1","2020-02-23 11:17:00","1968",NA,"5","2020-02-23 11:18:04","S","22.75629391","120.37127920"
"左營端(0) - 左營端(0)","國道10號東向0km","國道10號東向0km=>0km 長期性施工","施工事件","長期性施工","2020-02-13 21:57:00","20200213220026334400047","10","0","1",NA,0,0,"左營端東向入口","2222222222","1","2020-03-06 05:10:00",NA,NA,"6","2020-03-06 05:10:27","S","22.68015865","120.31189850"
"快官(0) - 成功(1)","快速公路74號東向0.9km","快速公路74號東向0.9km=>0.9km 都會區路網管理","壅塞事件","都會區路網管理","2020-03-20 17:14:00","20200320007686","0","74","1","快官-成功",900,900,NA,NA,"0","2020-03-20 17:19:14","偵測器",NA,"1","2020-03-20 17:14:00","C","24.09729210","120.60922360"
"鳳山(2) - 鳳山(2)","快速公路88號西向2.2km","快速公路88號西向2.2km=>2.2km 出口壅塞","壅塞事件","出口壅塞","2020-03-20 16:17:26","20200320161700000400090","0","88","2",NA,2200,2200,"鳳山西向出口",NA,"0","2020-03-20 16:17:26",NA,NA,"1","2020-03-20 16:17:26","S","22.59026319","120.35976680"
"竹田端(22) - 竹田端(22)","快速公路88號東向22.5km","快速公路88號東向22.5km=>22.5km 出口壅塞","壅塞事件","出口壅塞","2020-03-20 17:20:25","20200320172000000400090","0","88","1",NA,22500,22500,"竹田端東向出口",NA,"0","2020-03-20 17:20:25",NA,NA,"1","2020-03-20 17:20:25","S","0.00000000","0.00000000"
