"section_name","web_list","web_content","inc_type_name","inc_name","inc_time","incidentid","freewayid","expresswayid","directionid","inc_location","from_milepost","to_milepost","interchange","inc_blockage","inc_severity","inc_notify_time","inc_notify_mode","inc_end_time","inc_stepno","inc_step_time","area","latitude","longitude"
"土城(42) - 土城(42)","國道3號南向43km","國道3號南向43km=>43km 出口匝道壅塞","交通壅塞","出口匝道壅塞","2020-02-03 17:53:00","202002031753030001","3","0","3",NA,43000,43000,NA,"0000000","2","2020-02-03 17:53:00","偵測器(出口匝道)",NA,"1","2020-02-03 17:53:00","N","24.95936944","121.42669520"
"後龍(130) - 西湖服務區(134)","國道3號北向134.8km","國道3號北向134.8km=>134km 中期性施工","施工事件","中期性施工","2020-02-03 09:15:48","20200203001326","3","0","4","西湖服務區-後龍",134800,134000,NA,"0010000000","0","2020-02-03 09:15:48","施工通報",NA,"1","2020-02-03 09:15:48","C","24.56574646","120.76013520"
"新化休息站(350) - 關廟(357)","國道3號北向356.4km","國道3號北向356.4km=>354.7km 施工維護","施工事件","施工維護","2020-02-03 09:16:00","20200203091634828400021","3","0","4",NA,356400,354700,NA,"000000000100手機通報","1","2020-02-03 09:16:00","施工通報APP",NA,"1","2020-02-03 09:16:00","S","22.98148057","120.32172270"
"田寮(369) - 燕巢系統(383)","國道3號北向380.6km","國道3號北向380.6km=>378.8km 施工維護","施工事件","施工維護","2020-02-03 12:10:00","20200203121109397400021","3","0","4",NA,380600,378800,NA,"010000000000wusmalleyes","1","2020-02-03 12:11:00",NA,NA,"1","2020-02-03 12:10:00","S","22.80619877","120.42592210"
"田寮(369) - 燕巢系統(383)","國道3號南向378.8km","國道3號南向378.8km=>380.6km 施工維護","施工事件","施工維護","2020-02-03 12:13:00","20200203121410687400021","3","0","3",NA,378800,380600,NA,"000100000000wusmalleyes","1","2020-02-03 12:14:00",NA,NA,"1","2020-02-03 12:13:00","S","22.82124363","120.41966500"
"燕巢(13) - 燕巢(13)","國道10號東向13km","國道10號東向13km=>13km 施工維護","施工事件","施工維護","2020-02-03 12:19:00","20200203121924892400021","10","0","1",NA,13000,13000,"燕巢東向出口","000000000100wusmalleyes","1","2020-02-03 12:20:00","1968",NA,"2","2020-02-03 12:20:09","S","22.75629391","120.37127920"
"燕巢(13) - 燕巢(13)","國道10號東向13km","國道10號東向13km=>13km 施工維護","施工事件","施工維護","2020-02-03 15:55:00","20200203155522808400021","10","0","1",NA,13000,13000,NA,"2222222222","1","2020-02-03 15:55:00","1968",NA,"2","2020-02-03 15:56:02","S","22.75629391","120.37127920"
"燕巢系統(19) - 嶺口(22)","國道10號西向22.6km","國道10號西向22.6km=>19.7km 移動性施工","施工事件","移動性施工","2020-02-03 10:05:00","20200203100557810400045","10","0","2",NA,22600,19700,NA,"000000000100手機通報","1","2020-02-03 10:05:00","施工通報APP",NA,"1","2020-02-03 10:05:00","S","22.79657440","120.44926200"
"左營端(0) - 左營端(0)","國道10號西向0km","國道10號西向0km=>0km 移動性施工","施工事件","移動性施工","2020-02-03 10:03:00","20200203100401348400045","10","0","2",NA,0,0,NA,"000000000100手機通報","1","2020-02-03 10:03:00","施工通報APP",NA,"1","2020-02-03 10:03:00","S","22.68015865","120.31189850"
"嘉義系統(22) - 嘉義系統(22)","快速公路82號東向22.53km","快速公路82號東向22.53km=>22.53km 施工預告","施工事件","施工預告","2020-02-03 12:48:00","20200203124956743400041","0","82","1",NA,22535,22535,"嘉義系統東向出口","2222222222","1","2020-02-03 12:49:00",NA,NA,"1","2020-02-03 12:48:00","S","23.42472861","120.35632110"
"嘉義系統(22) - 嘉義系統(22)","快速公路82號西向22.53km","快速公路82號西向22.53km=>22.53km 施工預告","施工事件","施工預告","2020-02-03 13:55:00","20200203131648120400041","0","82","2",NA,22535,22535,"嘉義系統西向出口","2222222222","1","2020-02-03 13:55:00","1968",NA,"2","2020-02-03 13:56:08","S","23.42472861","120.35632110"
