"Id","CenterLatitude","CenterLongitude","AccessURL","Title","ProjectNo","ProjectName","Date","Class.x","Class.y"
"03-001MC",23.34628214,121.30186531,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220419_121301865_023346282_17_000_RSImage_UAV_Ortho/","20220419_正射影像_花蓮縣卓溪鄉卓溪村","111PC013","111年花蓮分局保育治理專案管理規劃","2022-04-19","正射影像",NA
"03-001MD",23.18062692,121.23752218,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220418_121237522_023180627_16_000_RSImage_UAV_Ortho/","20220418_正射影像_花蓮縣卓溪鄉古風村","111PC013","111年花蓮分局保育治理專案管理規劃","2022-04-18","正射影像",NA
"03-001ME",24.27368308,121.74049625,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220410_121740496_024273683_17_000_RSImage_UAV_Ortho/","20220410_正射影像_花蓮縣秀林鄉和平村","111PC013","111年花蓮分局保育治理專案管理規劃","2022-04-10","正射影像",NA
"03-001MF",23.34646365,121.28695135,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220125_121286951_023346464_16_000_RSImage_UAV_Ortho/","20220125_正射影像_花蓮縣卓溪鄉卓溪村","111PC013","111年花蓮分局保育治理專案管理規劃","2022-01-25","正射影像",NA
"03-001MG",23.21833443,121.24280176,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220125_121242802_023218334_17_000_RSImage_UAV_Ortho/","20220125_正射影像_花蓮縣卓溪鄉古風村","111PC013","111年花蓮分局保育治理專案管理規劃","2022-01-25","正射影像",NA
"03-001MJ",23.44711215,121.34794265,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220506_121347943_023447112_15_000_RSImage_UAV_Ortho/","20220506_正射影像_花蓮縣卓溪鄉立山村","111PC013","111年花蓮分局保育治理專案管理規劃","2022-05-06","正射影像",NA
"03-001MK",24.24852547,121.71863722,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220507_121718637_024248525_17_000_RSImage_UAV_Ortho/","20220507_正射影像_花蓮縣秀林鄉和平村","111PC013","111年花蓮分局保育治理專案管理規劃","2022-05-07","正射影像",NA
"03-001ML",23.22457618,121.24150371,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20210916_121241504_023224576_15_000_RSImage_UAV_Ortho/","20210916_正射影像_花蓮縣卓溪鄉古風村","111PC013","111年花蓮分局保育治理專案管理規劃","2021-09-16","正射影像",NA
"03-001MM",23.20750673,121.23960493,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20211217_121239605_023207507_17_000_RSImage_UAV_Ortho/","20211217_正射影像_花蓮縣卓溪鄉古風村","111PC013","111年花蓮分局保育治理專案管理規劃","2021-12-17","正射影像",NA
"03-001MN",23.28575812,121.34298617,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220418_121342986_023285758_15_000_RSImage_UAV_Ortho/","20220418_正射影像_花蓮縣玉里鎮樂合里","111PC013","111年花蓮分局保育治理專案管理規劃","2022-04-18","正射影像",NA
"03-001MO",23.34743662,121.3019552,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220513_121301955_023347437_17_000_RSImage_UAV_Ortho/","20220513_正射影像_花蓮縣卓溪鄉卓溪村","111PC013","111年花蓮分局保育治理專案管理規劃","2022-05-13","正射影像",NA
"03-001MP",23.46163446,121.40421556,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220506_121404216_023461634_17_000_RSImage_UAV_Ortho/","20220506_正射影像_花蓮縣玉里鎮春日里","111PC013","111年花蓮分局保育治理專案管理規劃","2022-05-06","正射影像",NA
"03-001MQ",22.48574111,120.44554193,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20211026_120445542_022485741_14_000_RSImage_UAV_Ortho/","20211026_正射影像_屏東縣新園鄉鹽埔村","110000NP","非委辦計畫類","2021-10-26","正射影像",NA
"03-001MR",22.48573989,120.47054029,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20211026_120470540_022485740_14_000_RSImage_UAV_Ortho/","20211026_正射影像_屏東縣東港鎮興農里","110000NP","非委辦計畫類","2021-10-26","正射影像",NA
"03-001MV",22.46388846,120.47048136,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20211027_120470481_022463888_14_000_RSImage_UAV_Ortho/","20211027_正射影像_屏東縣東港鎮船頭里","110000NP","非委辦計畫類","2021-10-27","正射影像",NA
"03-001MW",22.46014009,120.49555109,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20211027_120495551_022460140_14_000_RSImage_UAV_Ortho/","20211027_正射影像_屏東縣東港鎮大潭里","110000NP","非委辦計畫類","2021-10-27","正射影像",NA
"03-001MX",22.61078423,120.44939067,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20211029_120449391_022610784_14_000_RSImage_UAV_Ortho/","20211029_正射影像_屏東縣萬丹鄉社口村","110000NP","非委辦計畫類","2021-10-29","正射影像",NA
"03-001MY",22.61072115,120.47054774,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20211029_120470548_022610721_14_000_RSImage_UAV_Ortho/","20211029_正射影像_屏東縣萬丹鄉加興村","110000NP","非委辦計畫類","2021-10-29","正射影像",NA
"03-001MZ",22.61072118,120.49555097,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20211028_120495551_022610721_14_000_RSImage_UAV_Ortho/","20211028_正射影像_屏東縣萬丹鄉廣安村","110000NP","非委辦計畫類","2021-10-28","正射影像",NA
"03-001N0",22.58578641,120.44940179,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20211027_120449402_022585786_14_000_RSImage_UAV_Ortho/","20211027_正射影像_屏東縣萬丹鄉崙頂村","110000NP","非委辦計畫類","2021-10-27","正射影像",NA
"03-001N1",22.58572321,120.47054703,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20211028_120470547_022585723_14_000_RSImage_UAV_Ortho/","20211028_正射影像_屏東縣萬丹鄉田厝村","110000NP","非委辦計畫類","2021-10-28","正射影像",NA
"03-001N2",23.91316454,121.49643737,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220602_121496437_023913165_16_000_RSImage_UAV_Ortho/","20220602_正射影像_花蓮縣秀林鄉文蘭村","111PC013","111年花蓮分局保育治理專案管理規劃","2022-06-02","正射影像",NA
"03-001N3",24.61685224,121.75955097,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20161002_121759551_024616852_15_000_RSImage_UAV_Ortho/","20161002_正射影像_宜蘭縣南澳鄉東岳村","105000NP","非委辦計畫類","2016-10-02","正射影像",NA
"03-001N4",24.61849712,121.7570643,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20161227_121757064_024618497_15_000_RSImage_UAV_Ortho/","20161227_正射影像_宜蘭縣南澳鄉東岳村","105000NP","非委辦計畫類","2016-12-27","正射影像",NA
"03-001N5",23.17364044,121.24988262,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220606_121249883_023173640_18_000_RSImage_UAV_Ortho/","20220606_正射影像_花蓮縣富里鄉富里村","111PC013","111年花蓮分局保育治理專案管理規劃","2022-06-06","正射影像",NA
"03-001N6",24.61703614,121.75747292,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20170505_121757473_024617036_16_000_RSImage_UAV_Ortho/","20170505_正射影像_宜蘭縣南澳鄉東岳村","106000NP","非委辦計畫類","2017-05-05","正射影像",NA
"03-001N7",24.61685863,121.29193725,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20170531_121291937_024616859_14_000_RSImage_UAV_Ortho/","20170531_正射影像_新竹縣尖石鄉秀巒村","106000NP","非委辦計畫類","2017-05-31","正射影像",NA
"03-001N8",24.61749098,121.28756784,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20170605_121287568_024617491_16_000_RSImage_UAV_Ortho/","20170605_正射影像_新竹縣尖石鄉秀巒村","106000NP","非委辦計畫類","2017-06-05","正射影像",NA
"03-001N9",23.89202924,121.60261324,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220609_121602613_023892029_17_000_RSImage_UAV_Ortho/","20220609_正射影像_花蓮縣壽豐鄉鹽寮村","111PC013","111年花蓮分局保育治理專案管理規劃","2022-06-09","正射影像",NA
"03-001NA",22.58572234,120.4955484,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20211028_120495548_022585722_14_000_RSImage_UAV_Ortho/","20211028_正射影像_屏東縣萬丹鄉萬安村","110000NP","非委辦計畫類","2021-10-28","正射影像",NA
"03-001NB",22.56078308,120.44909352,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20211027_120449094_022560783_14_000_RSImage_UAV_Ortho/","20211027_正射影像_屏東縣萬丹鄉灣內村","110000NP","非委辦計畫類","2021-10-27","正射影像",NA
"03-001NC",22.56072086,120.47054439,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20211028_120470544_022560721_14_000_RSImage_UAV_Ortho/","20211028_正射影像_屏東縣萬丹鄉香社村","110000NP","非委辦計畫類","2021-10-28","正射影像",NA
"03-001ND",22.56071972,120.49554724,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20211028_120495547_022560720_14_000_RSImage_UAV_Ortho/","20211028_正射影像_屏東縣萬丹鄉水仙村","110000NP","非委辦計畫類","2021-10-28","正射影像",NA
"03-001NE",22.53571973,120.44554569,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20211028_120445546_022535720_14_001_RSImage_UAV_Ortho/","20211028_正射影像_屏東縣新園鄉新東村","110000NP","非委辦計畫類","2021-10-28","正射影像",NA
"03-001NF",22.53572263,120.47054367,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20211028_120470544_022535723_14_000_RSImage_UAV_Ortho/","20211028_正射影像_屏東縣新園鄉港墘村","110000NP","非委辦計畫類","2021-10-28","正射影像",NA
"03-001NG",22.53571749,120.49554576,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20211028_120495546_022535717_14_000_RSImage_UAV_Ortho/","20211028_正射影像_屏東縣崁頂鄉洲子村","110000NP","非委辦計畫類","2021-10-28","正射影像",NA
"03-001NH",22.51073973,120.44554456,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20211027_120445545_022510740_14_000_RSImage_UAV_Ortho/","20211027_正射影像_屏東縣新園鄉新園村","110000NP","非委辦計畫類","2021-10-27","正射影像",NA
"03-001NI",23.27785136,121.32165847,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220610_121321658_023277851_17_001_RSImage_UAV_Ortho/","20220610_正射影像_花蓮縣富里鄉吳江村","111PC013","111年花蓮分局保育治理專案管理規劃","2022-06-10","正射影像",NA
"03-001NJ",22.51072847,120.47054207,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20211027_120470542_022510728_14_000_RSImage_UAV_Ortho/","20211027_正射影像_屏東縣崁頂鄉港東村","110000NP","非委辦計畫類","2021-10-27","正射影像",NA
"03-001NK",22.51071853,120.49554418,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20211027_120495544_022510719_14_000_RSImage_UAV_Ortho/","20211027_正射影像_屏東縣崁頂鄉北勢村","110000NP","非委辦計畫類","2021-10-27","正射影像",NA
"03-001NL",22.61072031,120.52055221,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20211029_120520552_022610720_14_000_RSImage_UAV_Ortho/","20211029_正射影像_屏東縣竹田鄉六巷村","110000NP","非委辦計畫類","2021-10-29","正射影像",NA
"03-001NM",22.58571798,120.52055093,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20211027_120520551_022585718_14_000_RSImage_UAV_Ortho/","20211027_正射影像_屏東縣竹田鄉大湖村","110000NP","非委辦計畫類","2021-10-27","正射影像",NA
"03-001NN",22.56071954,120.52054897,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20211027_120520549_022560720_14_000_RSImage_UAV_Ortho/","20211027_正射影像_屏東縣竹田鄉泗洲村","110000NP","非委辦計畫類","2021-10-27","正射影像",NA
"03-001NO",22.53570662,120.51704692,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20211027_120517047_022535707_14_000_RSImage_UAV_Ortho/","20211027_正射影像_屏東縣崁頂鄉力社村","110000NP","非委辦計畫類","2021-10-27","正射影像",NA
"03-001NP",22.51071768,120.51704525,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20211027_120517045_022510718_14_000_RSImage_UAV_Ortho/","20211027_正射影像_屏東縣崁頂鄉園寮村","110000NP","非委辦計畫類","2021-10-27","正射影像",NA
"03-001NQ",22.48571871,120.49204308,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20211026_120492043_022485719_14_000_RSImage_UAV_Ortho/","20211026_正射影像_屏東縣南州鄉七塊村","110000NP","非委辦計畫類","2021-10-26","正射影像",NA
"03-001NR",22.59644784,120.97230951,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20210902_120972310_022596448_15_001_RSImage_UAV_Ortho/","20210902_正射影像_臺東縣金峰鄉嘉蘭村","110WS011","推動調整型橫向結構物以平衡全溪流土砂與生態之分析評估","2021-09-02","正射影像",NA
"03-001NS",22.59720896,120.97125541,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220303_120971255_022597209_15_000_RSImage_UAV_Ortho/","20220303_正射影像_臺東縣金峰鄉嘉蘭村","110WS011","推動調整型橫向結構物以平衡全溪流土砂與生態之分析評估","2022-03-03","正射影像",NA
"03-001NT",23.17019349,120.77646067,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220301_120776461_023170193_16_000_RSImage_UAV_Ortho/","20220301_正射影像_高雄市桃源區勤和里","110WS011","推動調整型橫向結構物以平衡全溪流土砂與生態之分析評估","2022-03-01","正射影像",NA
"03-001NU",23.17070003,120.77657489,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200824_120776575_023170700_16_000_RSImage_UAV_Ortho/","20200824_正射影像_高雄市桃源區勤和里","110WS011","推動調整型橫向結構物以平衡全溪流土砂與生態之分析評估","2020-08-24","正射影像",NA
"03-001NV",22.01264084,120.75621774,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220302_120756218_022012641_16_000_RSImage_UAV_Ortho/","20220302_正射影像_屏東縣恆春鎮網紗里","110WS011","推動調整型橫向結構物以平衡全溪流土砂與生態之分析評估","2022-03-02","正射影像",NA
"03-001NW",22.01260502,120.75739452,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20210823_120757395_022012605_16_000_RSImage_UAV_Ortho/","20210823_正射影像_屏東縣恆春鎮網紗里","110WS011","推動調整型橫向結構物以平衡全溪流土砂與生態之分析評估","2021-08-23","正射影像",NA
